Timestamp,RED,IR,Ax,Ay,Az,Gx,Gy,Gz,Temperature
2024-11-12 00:06:23,316,1428,-0.03,-0.1,0.92,3,3,1,27.66
2024-11-12 00:06:23,316,1426,-0.03,-0.1,0.92,3,3,1,27.71
2024-11-12 00:06:24,316,1426,-0.03,-0.1,0.93,2,3,1,27.61
2024-11-12 00:06:24,316,1426,-0.03,-0.09,0.92,3,3,1,27.71
2024-11-12 00:06:24,316,1426,-0.03,-0.1,0.92,3,3,1,27.61
2024-11-12 00:06:24,316,1426,-0.03,-0.1,0.91,3,3,1,27.66
2024-11-12 00:06:25,315,1422,-0.03,-0.09,0.92,3,3,1,27.71
2024-11-12 00:06:25,315,1423,-0.02,-0.09,0.92,3,2,1,27.66
2024-11-12 00:06:25,315,1423,-0.03,-0.09,0.92,3,4,1,27.61
2024-11-12 00:06:25,315,1423,-0.03,-0.1,0.92,3,3,1,27.61
